ident,name,type,latitude,longitude,country code,airport
DAR,Darwin,TACAN,-12.4136,130.883,AU,YPDN
DAR,Darband,VOR-DME,31.7832,56.9946,IR,
DAR,Darlowo,VOR-DME,54.4102,16.3881,PL,
DAT,Atacama,VOR-DME,-27.2794,-70.7761,CL,SCAT
DAU,Daru,NDB-DME,-9.07502,143.213,PG,AYDU
DAV,David,VOR-DME,8.38696,-82.4376,PA,MPDA
DAV,David,NDB,8.391,-82.428,PA,MPDA
DAW,Al Dawadmi,VOR-DME,24.4489,44.1192,SA,OEDM
DB,Dien Bien,NDB,21.3967,103.011,VN,VVDB
DB,Dalbandin,NDB,28.8735,64.4011,PK,OPDB
DB,Pochinok,NDB,57.7167,34.9667,RU,
DBA,El Daba,VOR-DME,31.0114,28.4669,EG,HEAL
DBK,Dubrovnik,VOR-DME,42.5538,18.2774,HR,LDDU
DBR,Dibrugarh,NDB,27.4655,95.0186,IN,VEMN
DBR,Helmholtz,NDB,52.4683,13.2953,DE,DE-0456
DBV,Dubove,NDB,48.8581,18.7994,SK,
DBY,Derby,NDB,-17.3569,123.667,AU,YDBY
DC,Debrecen,NDB,47.4567,21.563,HU,LHDC
DC,Princeton,NDB,49.4694,-120.517,CA,CYDC
DCF,Canefield,NDB,15.3325,-61.4013,DM,TDCF
DCN,Dhaka,NDB,23.8429,90.4177,BD,VGHS
DCR,Cabo Rojo,VOR-DME,17.9316,-71.6483,DO,MDCR
DCS,Dean Cross,VOR-DME,54.7219,-3.34056,GB,
DCS,BOREALIS FRA,DME,54.72194,-3.34056,,
DD,Dori,NDB,14.034,-0.03347,BF,
DD,Oostende,NDB,51.1939,2.835,BE,
DDG,Dandong,VOR-DME,40.26,124.288,CN,
DDM,Didimon,VOR-DME,37.4777,23.2172,GR,
DDM,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,37.47778,23.21722,,
DDP,Dorado,NDB,18.4683,-66.4124,PR,
DE,Edea,NDB,3.79078,10.1381,CM,
DE,Rionegro,NDB,6.13988,-75.4228,CO,
DE,Yedinka,NDB,47.2,138.7,RU,
DE,Domodedovo,NDB,55.3667,37.9783,RU,UUDD
DEC,Decimomannu,NDB,39.3636,8.97417,IT,LIED
DEC,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,NDB,39.36361,8.97417,,
DEC,Decimomannu,TACAN,39.3811,8.96556,IT,LIED
DEK,Dekelia,NDB,38.1033,23.7722,GR,LGTT
DEL,Delicias,VOR-DME,28.2141,-105.448,MX,MX-2517
DEM,Mirny,VOR-DME,62.54,114.02,RU,UERR
DEN,FRATURK,VORDME,38.57806,28.60278,,
DER,Derventa,VOR-DME,44.9841,17.9694,BA,
DER,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,44.98417,17.96944,,
DET,Detling,VOR-DME,51.3039,0.59722,GB,
DF,Kasiguncu,NDB,-1.42004,120.659,ID,WAFP
DF,Zama,NDB,35.5798,139.37601,JP,
DF,FRASC,NDB,41.91667,44.56556,,
DF,Mukhrani,NDB,41.9167,44.5656,GE,
DFN,Dafinah,VOR-DME,23.2828,41.7194,SA,
DG,Dumaguete,VOR,9.33366,123.306,PH,RPVD
DG,Dundigul,NDB,17.6677,78.4153,IN,VODG
DG,Dera Ghazi Khan,NDB,29.9622,70.4903,PK,OPDG
DG,Chita,NDB,52.0167,113.378,RU,UIAA
DGC,Fukuoka,VORTAC,33.6762,130.39,JP,RJFF
DGN,Digne,VOR,43.9914,6.10083,FR,
DGO,Durango,VOR-DME,24.138,-104.516,MX,MMDO
DGO,Domingo,VOR-DME,42.4533,-2.88071,ES,
DGO,ESPORTFRA,VORDME,42.45333,-2.88083,,
DGP,Daugavpils,VOR-DME,55.9473,26.6755,LV,
DH,Durnacol,NDB,-28.1167,29.9667,ZA,FADH
DH,Delhi,NDB,28.5645,77.2023,IN,VIDP
DHA,Dhahran,VORTAC,26.2608,50.1402,SA,OEDR
DHE,Helgoland,VOR-DME,54.1857,7.9107,DE,EDXH
DHI,Dhangadhi,NDB,28.7525,80.5822,NP,VNDH
DHN,Dehnamak,VOR-DME,35.254,52.7203,IR,
DHN,Dahushan,VOR-DME,41.6417,122.117,CN,
DHR,Dahra,VOR-DME,29.4674,17.9316,LY,HLRA
DHR,Dahra,NDB,29.4683,17.9383,LY,HLRA
DI,Dipolog,NDB,8.60056,123.343,PH,RPMG
DI,D I Khan,NDB,31.9087,70.8885,PK,OPDI
DI,D I Khan,VOR,31.9126,70.8857,PK,OPDI
DIA,Concordia,NDB,-31.3017,-58.0042,AR,SAAC
DIB,Dien Bien,VOR-DME,21.3961,103.004,VN,VVDB
DIJ,Dijon,TACAN,47.2719,5.09153,FR,LFSD
DIK,MUAC FRA,VORDME,49.86139,6.12972,,
DIK,Diekirch,VOR-DME,49.8614,6.12972,LU,
DIL,Tandil,VOR-DME,-37.225,-59.2294,AR,SAZT
DIL,Dili,VOR-DME,-8.54398,125.528,TL,WPDL
DIN,Dinard,VOR-DME,48.5861,-2.08233,FR,LFRD
DIN,LFFRAN,VORDME,48.58611,-2.08222,,
DIP,Planter,NDB,52.4729,13.4683,DE,DE-0456
DIR,Dirkou,VOR,18.9815,12.8805,NE,DRZD
DIY,Diyarbakir,TACAN,37.903,40.1923,TR,LTCC
DJ,Djibouti/Ambouli,NDB,11.5473,43.1796,DJ,HDAM
DJ,Danang,NDB,15.9776,108.207,VN,VVDN
DJ,Borg El Arab,NDB,30.8767,29.7317,EG,HEBA
DJ,Kazan,NDB,55.5783,49.3583,RU,UWKD
DJA,Djanet,NDB,24.2867,9.45491,DZ,DAAJ
DJA,Djanet,VOR-DME,24.2878,9.45333,DZ,DAAJ
DJC,Wangjiachuan,VOR-DME,36.77028,103.44306,CN,ZLLL
DJL,Dijon,VOR-DME,47.2708,5.09733,FR,LFSD
DJL,LFFRANE,VORDME,47.27083,5.09722,,
DK,Dokuchaievs K,NDB,47.7932,37.6301,UA,
DK,Saratov,NDB,51.5433,46.0983,RU,RU-9992
DK,Glotayevo,NDB,55.1617,37.8017,RU,
DKA,Dakhla,NDB,23.7047,-15.9328,EH,GMMH
DKA,Dhekelia,NDB,34.9822,33.7328,CY,
DKB,EDUU WEST,VORDME,49.14278,10.23833,,
DKB,Dinkelsbuhl,VORTAC,49.1428,10.2383,DE,EDND
DKH,Dakhla,VOR-DME,23.7398,-15.9263,EH,GMMH
DKH,ESPORTFRA,VORDME,23.74472,-15.91972,,
DKI,Jakarta,VOR-DME,-5.96119,107.036,ID,WIII
DKO,Dengkou,VOR-DME,40.315,107.0,CN,
DKR,Dunker,VOR,59.2072,17.0121,SE,
DL,Dalat,NDB,11.75,108.325,VN,
DL,Arlanda,NDB,59.7086,17.9807,SE,ESSA
DLA,Douala,VOR-DME,3.99392,9.74347,CM,FKKD
DLC,Dalian,VOR-DME,38.96,121.513,CN,ZYTL
DLE,Leine,VOR-DME,52.2503,9.8835,DE,
DLN,Deelen,TACAN,52.0572,5.87278,NL,EHDL
DLQ,Deniliquin,NDB,-35.552,144.952,AU,YDLQ
DLS,Lubars,NDB,52.6139,13.3636,DE,
DM,Dar Es Salaam,NDB,-6.82269,39.2582,TZ,HTDA
DM,Dumai,NDB,1.64389,101.457,ID,WIBD
DM,Debre Marcos,NDB,10.25,37.6667,ET,
DM,Zedang,NDB,29.2583,91.765,CN,
DM,Dmytrivka,NDB,45.4781,35.0534,UA,
DM,Domodedovo,NDB,55.4517,37.8383,RU,UUDD
DM,Salekhard,NDB,66.6117,66.705,RU,USDD
DMN,Munchen,DME,48.3669,11.794,DE,EDDM
DMR,Dimapur,VOR-DME,25.8808,93.7816,IN,VEMR
DMS,Munchen,DME,48.3407,11.7782,DE,EDDM
DMT,ESPORTFRA,DME,39.07722,-8.1875,,
DMZ,Damazin,NDB,11.7909,34.3401,SD,HSDZ
DN,Durban,NDB,-29.9108,31.0003,ZA,
DN,Darwin,NDB,-12.4314,130.961,AU,YPDN
DN,Darwin,VOR-DME,-12.4231,130.90601,AU,YPDN
DN,Sainshand,NDB,44.9041,110.126,MN,ZMSH
DN,Donetsk,NDB,48.0734,37.6664,UA,
DN,Dauphin,NDB,51.0981,-100.062,CA,CYDN
DNB,Dushanbe,VOR-DME,38.5417,68.8117,TJ,UTDD
DNC,Lanzhou,VOR-DME,36.515,103.625,CN,ZLLL
DNC,Mostar,NDB,43.1375,17.8474,BA,LQMO
DND,Dresden,DME,51.1295,13.7576,DE,EDDC
DND,Dundee,NDB,56.4551,-3.11492,GB,EGPN
DNG,Dang,NDB,28.1117,82.2917,NP,VNDG
DNO,Orcadas Del Sur,NDB,-60.7172,-44.7669,AQ,
DNP,Dnipropetrovsk,VOR-DME,48.3595,35.1025,UA,UKDD
DNV,Durban,VORTAC,-29.9722,30.9512,ZA,ZA-0327
DNZ,Dasht-E-Naz,VOR-DME,36.6446,53.1904,IR,OINZ
DNZ,Dasht-E-Naz,NDB,36.6701,53.1777,IR,OINZ
DO,Durazno,NDB,-33.3597,-56.5498,UY,SUDU
DO,Dondo,NDB,-19.6238,34.7484,MZ,
DO,Arrachart,NDB,-12.3463,49.2894,MG,FMNA
DO,Dodoma,NDB,-6.16884,35.7455,TZ,HTDO
DO,Dobo,NDB,-5.76655,134.198,ID,WAPD
DO,Kirundo,NDB,-2.54577,30.1042,BI,
DO,Qingzhou,NDB,26.545,117.987,CN,
DO,Zhoukou,NDB,33.6167,114.65,CN,
DO,Dobrushyn,NDB,45.3764,33.3601,UA,
DO,Donetsk,NDB,48.0734,37.8084,UA,
DO,Domodedovo,NDB,55.365,37.9417,RU,UUDD
DO,Djupivogur,NDB,64.6525,-14.2769,IS,
DOC,Donchon,VOR-DME,35.904,128.642,KR,RKTN
DOG,Dongola,VOR-DME,19.1826,30.4273,SD,HSDN
DOH,Doha,VOR-DME,25.2336,51.5772,QA,OTBD
DOL,Dolsko,VOR-DME,46.0841,14.7786,SI,LJLJ
DOL,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,46.08417,14.77861,,
DOM,Melville Hall,NDB,15.5509,-61.2956,DM,TDPD
DOM,Dortmund,VOR-DME,51.7095,7.58713,DE,EDLW
DON,Donaueschingen,DME,47.9607,8.52255,DE,EDTD
DON,Donetsk,VOR-DME,48.0718,37.7359,UA,UA-9862
DON,Donna,NDB,55.4746,5.13306,DK,
DOR,Wickede,VOR-DME,51.5253,7.63106,DE,EDLW
DOU,Doura,NDB,-22.1973,-54.9283,BR,SBDO
DOZ,Mendoza,VOR-DME,-32.8319,-68.7908,AR,SAME
DP,Delhi,NDB,28.5834,76.9987,IN,VIDP
DP,Dnipropetrovsk,NDB,48.357,35.0245,UA,
DP,Khurba,NDB,50.4083,136.933,RU,
DP,Diepholz,NDB,52.5917,8.45342,DE,ETND
DPE,Dieppe,VOR,49.9254,1.17064,FR,
DPN,Delhi,VOR-DME,28.5667,77.0949,IN,VIDP
DPO,Devonport,NDB,-41.1739,146.429,AU,YDPO
DPO,Devonport,VOR-DME,-41.17,146.43401,AU,YDPO
DR,Dar Es Salaam,NDB,-6.88528,39.2053,TZ,HTDA
DR,Delta Romeo,NDB,4.71913,-74.1597,CO,SKBO
DR,Dnipropetrovsk,NDB,48.357,35.1731,UA,
DR,Skurygino,NDB,55.2167,37.3667,RU,
DRA,Drammen,VOR-DME,59.7333,10.1125,NO,
DRE,Drezdenko,VOR-DME,52.8168,15.8325,PL,
DRE,Drezdenko,NDB,52.8363,15.8414,PL,
DRG,Dibrugarh,VOR-DME,27.4871,95.0211,IN,VEMN
DRN,Dresden,VOR-DME,51.0155,13.5989,DE,EDDC
DRW,Drewitz,NDB,51.8967,14.5625,DE,DE-0875
DRZ,Deir Zzor,NDB,35.2892,40.1874,SY,OSDZ
DRZ,Deir Zzor,VOR-DME,35.2919,40.1538,SY,OSDZ
DS,Dar Es Salaam,NDB,-6.92739,39.1536,TZ,HTDA
DS,Heliushui,NDB,30.2,106.845,CN,
DS,Urgut,NDB,39.4283,67.2433,UZ,
DSH,Dangshan,VOR-DME,30.1483,120.498,CN,ZSHC
DT,Daet,NDB,14.1335,122.983,PH,RPUD
DT,Dyurtyuli,NDB,55.4758,54.8936,RU,
DTI,Djibouti/Ambouli,VOR-DME,11.5488,43.0931,DJ,HDAM
DTI,Doti,NDB,29.2622,80.9367,NP,
DTY,Daventry,VOR-DME,52.1803,-1.11389,GB,
DU,Dubbo,VOR-DME,-32.2195,148.578,AU,YSDU
DU,Dubbo,NDB,-32.2175,148.55901,AU,YSDU
DU,Durban,NDB,-30.0256,30.9058,ZA,
DU,Kolkata,NDB,22.7402,88.4576,IN,VECC
DU,Tokol,NDB,47.3091,19.0243,HU,LHTL
DUB,Dubai,VOR-DME,25.2545,55.3657,AE,OMDB
DUB,Dublin,VOR-DME,53.4994,-6.30711,IE,EIDW
DUR,Durazno,VOR-DME,-33.3563,-56.4961,UY,SUDU
DUS,Dusseldorf,VOR-DME,51.2832,6.75373,DE,EDDL
DV,Dar Es Salaam,VOR-DME,-6.88865,39.1927,TZ,HTDA
DV,Dzhubga,NDB,44.3167,38.7,RU,
DVA,Deva,VOR-DME,45.828,22.9689,RO,
DVA,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORDME,45.82806,22.96889,,
DVI,Donaueschingen,NDB,47.9607,8.52271,DE,EDTD
DVL,Lilongwe,VOR-DME,-13.8126,33.8078,MW,
DVL,Deauville,VOR,49.3107,0.31272,FR,LFRG
DVL,LFFRAN,VOR,49.31083,0.31278,,
DVN,Drvenik,NDB,43.4467,16.1436,HR,LDSP
DVR,Dover,VOR-DME,51.1625,1.35917,GB,
DW,Kariba,NDB,-16.5145,28.8858,ZW,FVKB
DW,Chaldovar,NDB,42.8167,73.55,KG,
DW,Davydo-Mykilske,NDB,48.5015,39.8401,UA,
DW,Szczytno,NDB,53.4371,20.9123,PL,EPSY
DW,Nikolskoye,NDB,54.0333,49.1833,RU,
DW,Domodedovo,NDB,55.4533,37.875,RU,UUDD
DW,Vorkuta,NDB,67.4883,63.9917,RU,
DWA,Dire Dawa,VOR-DME,9.63779,41.8489,ET,HADR
DWI,Dawei,VOR-DME,14.0982,98.1997,MM,VYDW
DWI,Dawei,NDB,14.1154,98.203,MM,VYDW
DWI,Dortmund,NDB,51.5261,7.63439,DE,EDLW
DWN,Devnya,NDB,43.25,27.6542,BG,LBWN
DX,Maksim Gorky,NDB,54.3,56.7833,RU,
DY,Yabrai,NDB,39.4033,102.813,CN,
DY,Nagornaya,NDB,39.75,66.4,UZ,
DYB,Diyarbakir,VOR-DME,37.8708,40.2086,TR,LTCC
DYB,FRATURK,VORDME,37.87361,40.20833,,
DYS,Dysart,NDB,-22.5975,148.351,AU,YDYS
DZ,Osh,NDB,40.5803,72.8447,KG,UAFO
DZF,Dezful,TACAN,32.4163,48.4169,IR,OIAD
DZF,Dezful,NDB,32.438,48.3783,IR,OIAD
DZG,Zhezkazgan,VOR-DME,47.7194,67.7592,KZ,UAKD
DZH,Zhonghe,VOR,36.235,103.8,CN,ZLLL
DZP,Dzaoudzi Pamandzi,VOR-DME,-12.811,45.2809,YT,FMCZ
E,Shymkent,NDB,42.3702,69.4516,KZ,
E,Odesa,NDB,46.4058,30.685,UA,
E,Boryspil,NDB,50.3117,30.8785,UA,
E,Domodedovo,NDB,55.3883,37.9517,RU,UUDD
E2,Tisdale,NDB,52.7981,-104.039,CA,CJY3
E3,Wabasca,NDB-DME,55.9636,-113.824,CA,CEE5
EA,Eastleigh,NDB,-1.26505,36.8679,KE,HKRE
EA,Craiova,NDB,44.3195,23.9922,RO,LRCV
EAG,Logrono,NDB,42.4513,-2.31474,ES,LELO
EAL,Almagro,NDB,38.9522,-3.757,ES,
EAS,Southampton,NDB,50.955,-1.35612,GB,EGHI
EB,Matveyevsky,NDB,54.9333,83.0833,RU,
EBA,El Borma,VOR,31.7059,9.25467,TN,DTTR
EBT,Valencia,NDB,39.623,-0.47208,ES,
EC,Iquitos,NDB,-3.79616,-73.3261,PE,SPQT
ECA,El Calafate,NDB,-50.2847,-72.05,AR,SAWC
ECA,El Calafate,VOR-DME,-50.2783,-72.0456,AR,SAWC
ECB,El Cabo,NDB,12.1911,-72.1458,CO,SKPB
ECH,Echuca,NDB,-36.1654,144.765,AU,YECH
ECV,Colmenar,NDB,40.6994,-3.76272,ES,
ED,Ende,NDB,-8.84777,121.665,ID,WATE
ED,Echo Delta,NDB,4.76508,-74.2205,CO,
ED,Yevlakh,NDB,40.6067,47.1833,AZ,
ED,Koltsovo,NDB,56.7367,60.91,RU,USSS
EDN,Edinburgh,NDB,-34.7069,138.632,AU,YPED
EDN,Edinburgh,TACAN,-34.7047,138.61301,AU,YPED
EDN,Edinburgh,NDB,55.9784,-3.28412,GB,EGPH
EDR,FRATURK,VORDME,39.55139,27.00417,,
EDR,Edremit,VOR-DME,39.5536,27.0083,TR,LTFD
EEC,El Copero,NDB,37.3154,-6.00131,ES,
EEL,Eelde,VOR-DME,53.1639,6.66668,NL,EHGG
EEL,MUAC FRA,VORDME,53.16417,6.66667,,
EF,Champion,NDB,49.2561,-117.635,CA,CYCG
EFD,Erfurt,DME,50.9826,10.9577,DE,EDDE
EG,Chittagong,NDB,22.2513,91.8179,BD,VGEG
EGG,Eggenfelden,NDB,48.397,12.7498,DE,EDME
EGN,Aigina,NDB,37.7643,23.4238,GR,
EH,Egelsbach,NDB,49.9601,8.64263,DE,EDFE
EHN,Eindhoven,NDB,51.4678,5.395,NL,EHEH
EHV,Eindhoven,TACAN,51.4481,5.375,NL,EHEH
EJA,Barrancabermeja,VOR-DME,7.02852,-73.8055,CO,SKEJ
EKI,FRATURK,VORDME,40.95111,27.42611,,
EKI,Tekirdag,VOR-DME,40.9519,27.4267,TR,
EKN,Enniskillen,NDB,54.3942,-7.64337,GB,EGAB
EKN,Enniskillen,DME,54.3986,-7.65361,GB,
EL,El,NDB,19.6246,96.1975,MM,VYNT
EL,Shalkar,NDB,47.8336,59.5197,KZ,
EL,Koltsovo,NDB,56.745,60.7183,RU,USSS
EL,Ellidavatn,NDB,64.0811,-21.7708,IS,
ELB,El Banco,VOR-DME,9.04528,-73.9672,CO,SKBC
ELB,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,VORTAC,42.73056,10.39583,,
ELB,Elba,VORTAC,42.7307,10.3957,IT,
ELB,Elba,NDB,42.7325,10.3939,IT,
ELD,Eldoret,VOR-DME,0.4064,35.2311,KE,HKEL
ELF,Elefsis,TACAN,38.0651,23.5588,GR,LGEL
ELF,Elefsis,NDB,38.0656,23.56,GR,LGEL
ELI,Eldoret,NDB,0.39931,35.2127,KE,HKEL
ELI,St Elie,NDB,4.82183,-53.2842,GF,
ELO,El Dorado,NDB,6.73306,-61.5837,VE,SVED
ELO,El Oued,NDB,33.5063,6.78777,DZ,DAUO
ELO,El Oued,VOR-DME,33.5106,6.78056,DZ,DAUO
ELU,Luxembourg,NDB,49.6797,6.35528,LU,ELLX
ELV,East London,VORTAC,-33.037,27.823,ZA,FAEL
ELW,Eildon Weir,VOR,-37.2063,145.83501,AU,
EM,Entebbe,NDB,0.13859,32.4247,UG,HUEN
EM,Egedesminde,NDB,68.71,-52.8433,GL,
EMB,Embuguacu,NDB,-23.8507,-46.8163,BR,
EMD,Emden,NDB,53.3939,7.24169,DE,EDWE
EML,Emerald,NDB,-23.5675,148.17101,AU,YEML
EMO,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,DME,42.75306,27.75861,,
EN,Essendon,NDB,-37.7267,144.911,AU,YMEN
EN,Enugu,NDB,6.47878,7.5888,NG,DNEN
EN,Menderes,NDB,38.2667,27.1617,TR,LTBJ
EN,Shymkent,NDB,42.3776,69.4169,KZ,UAII
EN,Orebro,NDB,59.291,15.0651,SE,ESOE
END,Eggenfelden,DME,48.3944,12.7254,DE,EDME
ENG,Enugu,VOR-DME,6.46855,7.60122,NG,DNEN
ENH,Enshi,VOR-DME,30.2917,109.598,CN,
ENO,Mariano Moreno,VOR-DME,-34.5628,-58.7906,AR,SADJ
ENO,Enodak,VOR-DME,68.3813,23.4618,FI,EFET
ENS,Ensenada,NDB,31.7959,-116.607,MX,MMES
ENS,Ennis,NDB,52.9052,-8.92777,IE,EINN
ENS,Yeniseysk,VOR-DME,58.4667,92.1183,RU,
ENW,Emden,DME,53.3891,7.22914,DE,EDWE
EON,Leon,VOR-DME,42.5938,-5.64614,ES,LELN
EPL,El Pinal,NDB,7.51861,-71.9637,VE,SVSO
EPL,LFFRAE,VOR,48.31778,6.05944,,
EPL,Epinal,VOR,48.3178,6.05942,FR,LFSG
EPM,Epsom,NDB,51.3194,-0.37194,GB,
EPO,Comandante Espora,NDB,-38.7339,-62.1628,AR,SAZB
EPO,El Paso,NDB,4.47278,-75.5567,CO,SKPE
EPP,Epping,NDB,-37.6717,145.026,AU,YMML
EPR,Epernon,VOR-DME,48.6257,1.65656,FR,
EQU,Arequipa,VOR-DME,-16.3389,-71.5975,PE,SPQU
ER,Ellisras,NDB,-23.7486,27.6233,ZA,FAER
ER,Erzurum,NDB,39.96,41.2947,TR,LTCE
ER,Yerevan,NDB,40.1459,44.4824,AM,
ER,Yegorlykskaya,NDB,46.5833,40.6667,RU,
ERA,Errachidia,VOR-DME,31.9242,-4.36056,MA,GMFK
ERD,Erdemir,NDB,41.2544,31.4183,TR,
ERD,Erding,TACAN,48.3248,11.9528,DE,DE-0884
ERE,Ceres,VOR-DME,-29.8644,-61.8722,AR,
ERE,Eren,VOR-DME,43.6383,111.953,CN,
ERF,Erfurt,VOR-DME,50.9509,11.2367,DE,EDDE
ERH,Erhac,TACAN,38.4416,38.0862,TR,LTAT
ERH,FRATURK,VORDME,38.4625,38.11222,,
ERH,Malatya,VOR,38.4633,38.1122,TR,LTAT
ERK,Erken,NDB,59.8962,18.3369,SE,
ERL,Erlangen,VOR-DME,49.6554,11.1508,DE,
ERN,FRATURK,VORDME,39.70806,39.52917,,
ERN,Erzincan,VOR-DME,39.7083,39.5292,TR,LTCD
ERO,Quintero,NDB,-32.7389,-71.4967,CL,SCER
ERP,Eirunepe,NDB,-6.661,-69.8725,BR,SWEI
ERT,Erfurt,NDB,50.9826,10.923,DE,EDDE
ERV,Ellisras,VOR-DME,-23.6252,27.9644,ZA,FAER
ERZ,Erzurum,NDB,39.9564,41.2069,TR,LTCE
ERZ,FRATURK,VORDME,39.95667,41.20722,,
ERZ,Erzurum,VOR-DME,39.9575,41.2072,TR,LTCE
ERZ,Erzurum,TACAN,39.9588,41.1531,TR,LTCE
ES,Eshowe,NDB,-28.8883,31.4483,ZA,FAES
ES,Egilsstadir,NDB,65.2385,-14.452,IS,BIEG
ESB,FRATURK,VORDME,40.14667,33.0125,,
ESC,Soto Cano,VORTAC,14.3919,-87.6221,HN,MHSC
ESH,Shahid Vatan Pour,NDB,32.5665,51.6937,IR,OIFH
ESK,Eskisehir,TACAN,39.7837,30.6063,TR,LTBI
ESL,East Sale,NDB,-38.1114,147.159,AU,YMES
ESL,East Sale,TACAN,-38.1022,147.15401,AU,YMES
ESM,Esmeraldas,NDB,0.97083,-79.6294,EC,SETN
ESP,Esperance,NDB,-33.6869,121.827,AU,YESP
ESP,Esperance,VOR-DME,-33.6806,121.824,AU,YESP
ESP,ESPORTFRA,VORDME,38.42417,-9.18556,,
ESP,Espichel,VORTAC,38.4243,-9.18578,PT,
ESP,Espoo,NDB,60.2483,24.7964,FI,EFHK
ESQ,Esquel,VOR-DME,-42.8872,-71.1003,AR,SAVE
ESR,Eskisehir,VOR-DME,39.8131,30.5097,TR,LTBY
ESR,Eskisehir,NDB,39.8131,30.5211,TR,LTBY
ESR,FRATURK,VORDME,39.81333,30.5125,,
ESS,Essaouira,VOR-DME,31.4012,-9.68696,MA,GMMI
ESS,Esse,NDB,63.6368,23.109,FI,EFKK
ESV,Esmeraldas,VOR-DME,0.98908,-79.6267,EC,SETN
ETI,Etimesgut,TACAN,39.9575,32.6746,TR,LTAD
EUR,Eurach,VOR-DME,47.735,11.2494,DE,
EV,Inuvik,NDB,68.3261,-133.593,CA,CYEV
EVD,BOREALIS FRA,VORDME,68.45722,16.68194,,
EVD,Evenes,VOR-DME,68.4573,16.6817,NO,ENEV
EVG,El Vigia,NDB,8.6225,-71.6645,VE,SVVG
EVS,Evenes,TACAN,68.4913,16.6751,NO,ENEV
EVX,Evreux,VORTAC,49.0317,1.22086,FR,LFOE
EX,Rutland,NDB,49.9397,-119.376,CA,CYLW
EY,Kaukey,NDB,45.2667,61.7667,KZ,
EYP,El Yopal,VOR-DME,5.27694,-72.4258,CO,SKYP
EZA,Elorza,NDB,7.05833,-69.492,VE,SVEZ
EZE,Ezeiza,VOR-DME,-34.8242,-58.5353,AR,SAEZ
EZN,FRATURK,VORDME,39.93722,38.88694,,
EZS,Elazig,NDB,38.6065,39.2988,TR,LTCA
EZS,Elazig,VOR-DME,38.7069,39.2244,TR,LTCA
EZS,FRATURK,VORDME,38.70833,39.22417,,
F,Rosario,NDB,-32.8824,-60.7797,AR,
F,Formosa,NDB,-26.2324,-58.2384,AR,
F,Yuzhny,NDB,41.2614,69.3102,UZ,
F,Sofia,NDB,42.6972,23.3761,BG,LBSF
F,Simferopol,NDB,45.0761,33.9818,UA,
F,Ivano-Frankovsk,NDB,48.8797,24.7149,UA,
F,Pruszcz Gdanski,NDB,54.2451,18.6993,PL,EPPR
F4,Little Cornwallis Island,NDB,75.3941,-96.946,CA,
F6,Chetwynd,NDB,55.6944,-121.537,CA,CYCQ
F7,Georgian Bay,NDB,45.2689,-79.8367,CA,CNK4
F8,Victoriaville,NDB,46.1106,-71.9271,CA,CSR3
F9,Miramichi,DME,47.0094,-65.4669,CA,CYCH
F9,Miramichi,NDB,47.01,-65.4675,CA,CYCH
FA,Victoria Falls,NDB,-18.0703,25.765,ZW,FVFA
FA,Tahiti Faaa,NDB,-17.553,-149.614,PF,NTAA
FA,Faleolo,VOR-DME,-13.8243,-171.989,WS,NSFA
FA,Faleolo,NDB,-13.8228,-172.017,WS,NSFA
FA,Fak Fak,NDB,-2.9335,132.248,ID,WASF
FA,Sarh,NDB,9.15111,18.3794,TD,FTTA
FA,Faisalabad,NDB,31.3703,72.995,PK,OPFA
FAG,Antofagasta,VOR-DME,-23.4669,-70.4478,CL,SCFA
FAL,Falconara,TACAN,43.5769,13.2995,IT,LIPY
FAL,Falconara,NDB,43.6282,13.3735,IT,LIPY
FAR,Faro,NDB,37.0087,-7.92593,PT,LPFR
FB,Tramandai,NDB,-29.9963,-50.145,BR,
FB,Ficksburg,NDB,-28.8275,27.9025,ZA,FAFB
FB,Kaiyuan,NDB,42.5667,124.017,CN,
FB,Kolpashevo,NDB,58.37,82.9167,RU,
FBS,Forbes,NDB,-33.3642,147.92799,AU,YFBS
FBU,Bouar,NDB,5.95413,15.6392,CF,FEFO
FC,Fujiazhuang,NDB,38.8733,121.637,CN,ZYTL
FC,Dalverzin,NDB,40.4,69.2833,UZ,
FC,Fredericton,NDB,45.9173,-66.5997,CA,CYFC
FD,Tashkent,NDB,41.2646,69.3437,UZ,UTTT
FD,Brantford,NDB,43.0734,-80.4162,CA,CYFD
FDO,San Fernando,VOR-DME,-34.4514,-58.5842,AR,SADF
FE,Fiumicino,NDB,41.8314,12.3511,IT,LIRF
FE,Forestville,NDB,48.73,-69.1633,CA,CYFE
FE,Kukan,NDB,49.2167,133.45,RU,
FE,Oktyabrsky,NDB,54.2333,38.9,RU,
FER,Ferrara,NDB,44.8144,11.6164,IT,LIPF
FES,Saiss,VOR-DME,33.9275,-5.01361,MA,GMFF
FF,Flic -eE --lFc,NDB,-20.2816,57.3717,MU,FIMP
